project;class;method;merge commit;index;ANALYSIS;TOOL;VAL_ORIGINAL_TOOL;VAL_ORIGINAL_SPARK;VAL_FINAL_TOOL;VAL_FINAL_SPARK;DIVERGENT
swagger-parser;io.swagger.v3.parser.util.ResolverFully;aggregateSchemaCombinators(ComposedSchema, Schema, List<Schema>, Set<Object>);8a75d44b26c37cb4a9e218ed24dbd3f4781edb2a;954;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.OpenAPIDeserializer;getParameter(ObjectNode, String, ParseResult);1f1bd6618f2a71ffdc98d7b84a2ca6ad0e803460;955;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.OpenAPIDeserializer;getSchema(ObjectNode, String, ParseResult);3313d11137f5707d9273dffa1ab23a77f4ef1a96;956;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
swagger-parser;io.swagger.v3.parser.processors.ParameterProcessor;processParameters(List<Parameter>);3b00f2990dbc8aa4f4bddeac1926c18f943dcec4;957;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
swagger-parser;io.swagger.v3.parser.converter.SwaggerConverter;convertOauth2SecurityScheme(SecuritySchemeDefinition);ab229821bf4d0e9ff33692ca8dd67794dbe95d88;958;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.RefUtils;computeRefFormat(String);23dc3430c2fb8874afd0a88ffbaac16b1283dbeb;959;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
swagger-parser;io.swagger.v3.parser.converter.SwaggerConverter;convert(SwaggerDeserializationResult);23dc3430c2fb8874afd0a88ffbaac16b1283dbeb;960;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.converter.SwaggerConverter;convert(io.swagger.models.Model);4296b62a157c462094cea9ae7e75ac2fea74a47e;961;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.parser.processors.ExternalRefProcessor;processRefToExternalDefinition(String, RefFormat);9bd3910e741bbf9612deed248dfe61c51afa41b6;962;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
swagger-parser;io.swagger.parser.SwaggerCompatConverter;convert(ResourceListing, List<ApiDeclaration>);beeb999eea26cd9334a016bab9ee76915defa940;963;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.parser.SwaggerCompatConverter;convertOperation(String, io.swagger.models.apideclaration.Operation);beeb999eea26cd9334a016bab9ee76915defa940;964;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.parser.util.RemoteUrl;urlToString(String, List<AuthorizationValue>);c866c38ac62613d533cdb614ed305dcf6d14b2eb;965;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
jsonld-java;com.github.jsonldjava.core.Context;parse(Object, List<String>, boolean);a88eacf0a94efb50e0e81a1d3faab4a9638d3ff1;970;ioa;CHA;false-timeout;FALSE;TRUE;FALSE;True
gs-core;org.graphstream.ui.layout.springbox.implementations.SpringBoxNodeParticle;repulsionN2(Vector3);99ccebee6bc0cef9bd01204a5334ddcccfbb4d16;971;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
gs-core;org.graphstream.ui.layout.springbox.implementations.SpringBoxNodeParticle;recurseRepulsion(Cell, Vector3);99ccebee6bc0cef9bd01204a5334ddcccfbb4d16;972;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
gs-core;org.graphstream.ui.layout.springbox.implementations.SpringBoxNodeParticle;repulsionN2(Vector3);f54844786d269c3151cc7baf634bcd304b572081;973;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
gs-core;org.graphstream.ui.layout.springbox.implementations.SpringBoxNodeParticle;recurseRepulsion(Cell, Vector3);f54844786d269c3151cc7baf634bcd304b572081;974;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
documents4j;com.documents4j.builder.ConverterServerBuilder;build();8c6d50679c88443efe6c84b7c06821c8895b81d0;975;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
jsonld-java;com.github.jsonldjava.core.JsonLdProcessor;frame(Object, Object, JsonLdOptions);67ce1f47c7e559fb636cf7c5a1cd2d5950990156;976;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
omnisecurity;org.omnifaces.security.jaspic.factory.SamAutoRegistrationListener;contextInitialized(ServletContextEvent);709bf9a6157b4b5ff8defca103c94811a87c0c04;977;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
omnifaces;org.omnifaces.cdi.viewscope.ViewScopeManager;preDestroyView();712021203d8249563f2ce33fa8fd35b07586e877;978;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
burst;com.squareup.burst.BurstAndroid;explodeSuite(TestSuite, TestSuite);08629234e54b58a5477fe85f3cb7ddc115e343db;979;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
omnifaces;org.omnifaces.converter.GenericEnumConverter;getAsString(FacesContext, UIComponent, Object);8c849f95032fb15f97262e2ce77e3785c95806ae;980;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
omnifaces;org.omnifaces.resourcehandler.PWAResourceHandler;decorateResource(Resource, String, String);4a0b5c6115e81e4d5d7ce5eb957a178316aa7ac4;981;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
asadmin;org.n0pe.mojo.asadmin.DeployMojo;getAsCommandList();6fb154963dfd021025038412792ef1dcc5399017;982;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
osm-lib;com.conveyal.osmlib.VanillaExtract;service(Request, Response);8796ed51f2727a30b1ccff02c8aeaa6331ec318c;983;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
firefly;com.firefly.net.tcp.secure.AbstractSecureSession;read(ByteBuffer);7c207900f6cb1bb9eca2ab0d127b42442231b0fd;984;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
graphhopper;com.graphhopper.routing.PathTest;testCalcInstructionsRoundaboutClockwise();ef7551194a3e2b9239bee1b661a7fbf3835c523a;985;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
graphhopper;com.graphhopper.GraphHopper;load(String);e75674036ef293242027d66366ff74826bc9805a;986;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
pmd;net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryFullyQualifiedNameRule;isAvoidingConflict(TypeNode, String, ASTImportDeclaration);da28648b6463b93275cf434339c96faff017cac6;988;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
pmd;net.sourceforge.pmd.cpd.GUI;LANGUAGE_SETS;fa45557845866575f2404d601b62ee371807e8fc;989;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
android-ndk-maven-plugin;com.simpligility.maven.plugins.androidndk.phase05compile.NdkBuildMojo;processCompiledArtifacts(String, File);0432151e0e8138a983c601b2819b1545c8ff0385;990;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
schema-repo;org.schemarepo.server.RepositoryServer;RepositoryServer(Properties);f85f90da3d8305f4cd40870cf736123b49ae379f;991;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
schema-repo;org.schemarepo.config.Config;static block;f85f90da3d8305f4cd40870cf736123b49ae379f;992;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
tcl-regex-java;com.basistech.tclre.ColorMap;subrange(char, char, State, State);a59ac26009d50c6624d69b821bd67b523a7e9d03;993;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
clue;com.senseidb.clue.commands.TermsCommand;execute(String[], PrintStream);a0e4c4affb26558cd60574073c39681defdcf954;994;ioa;CHA;false-timeout;FALSE;TRUE;FALSE;True
clue;com.senseidb.clue.ClueContext;ClueContext(Directory, ClueConfiguration, boolean);a0e4c4affb26558cd60574073c39681defdcf954;995;ioa;CHA;false-timeout;FALSE;TRUE;FALSE;True
jeromq;zmq.io.mechanism.curve.CurveClientMechanism;decode(Msg);f589efe70baa47650bc321e5e240d51d4ae79ba2;996;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
jeromq;zmq.io.mechanism.curve.CurveServerMechanism;decode(Msg);f589efe70baa47650bc321e5e240d51d4ae79ba2;997;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
eventstore2;no.ks.eventstore2.eventstore.EventStore;onReceive(Object);5b3fce76f05ee1f9763890e187acd48d3ee86b6d;998;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
jjwt;io.jsonwebtoken.impl.DefaultJwtParser;parse(String);ff932e9838a9961f4084a51323092559e1a1ad25;999;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
jjwt;io.jsonwebtoken.impl.DefaultJwtParser;parse(String);e55ea34e951f8bbc8be50a49b166949a4d1e4873;1000;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.messaging.target.contributor.impl.MessageResultContributor;executeGetOnRelationStatement(XDIAddress[], XDIAddress, XDIStatement, GetOperation, MessageResult, ExecutionContext);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1001;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.core.features.nodetypes.XdiAttributeCollection;isValidXDIArc(XDIArc);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1002;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.core.io.writers.XDIJSONWriter;writeInternal(Graph, JsonObject);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1003;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.features.nodetypes.XdiAttributeSingleton;isValidXDIArc(XDIArc);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1004;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.core.features.linkcontracts.template.LinkContractTemplate;findLinkContractTemplate(Graph, XDIAddress, boolean);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1005;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.features.nodetypes.XdiAbstractMemberUnordered;isValidXDIArc(XDIArc, Class<?extendsXdiCollection<?,?,?,?,?,?>>);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1006;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.core.io.writers.XDIJSONPARSEWriter;write(Graph, Writer);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1007;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.io.writers.XDIJSONPARSEWriter;makeGom(XDIArc);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1008;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.core.features.nodetypes.XdiPeerRoot;getLiteralOfPeerRootXDIArc(XDIArc);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1009;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.core.impl.AbstractRelation;follow();eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1010;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.tests.AllTests;suite();eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1011;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.messaging.MessageEnvelope;fromOperationXDIAddressAndTargetXDIAddress(XDIAddress, XDIAddress);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1012;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.syntax.CloudName;isValid(XDIAddress);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1013;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
xdi2;xdi2.core.features.signatures.KeyPairSignature;validate(PublicKey);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1015;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.features.signatures.KeyPairSignature;sign(PrivateKey);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1016;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.util.XRI2Util;cloudNumberToINumber(CloudNumber);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1017;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
xdi2;xdi2.core.impl.AbstractStatement;isImplied();eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1018;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.impl.AbstractContextNode;setContextNodeSetInnerRoot(XDIArc, ContextNode);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1019;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.core.impl.AbstractContextNode;setContextNodeCheckValid(XDIArc);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1020;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.features.nodetypes.XdiEntitySingleton;isValidXDIArc(XDIArc);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1021;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.core.features.signatures.SymmetricKeySignature;validate(SecretKey);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1022;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.features.signatures.SymmetricKeySignature;sign(SecretKey);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1023;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.io.writers.XDIDisplayWriter;writeStatement(BufferedWriter, XDIStatement);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1024;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
xdi2;xdi2.core.io.writers.XDIDisplayWriter;write(Graph, BufferedWriter);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1025;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.features.nodetypes.XdiAbstractMemberOrdered;isValidXDIArc(XDIArc, Class<?extendsXdiCollection<?,?,?,?,?,?>>);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1026;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.core.features.nodetypes.XdiEntityCollection;isValidXDIArc(XDIArc);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1027;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
xdi2;xdi2.core.syntax.CloudNumber;isValid(XDIAddress);eb0bebb706227aea2ddd7fbdb01fd0d5d7c77038;1028;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
xdi2;xdi2.discovery.XDIDiscoveryResult;initFromAuthorityMessageResult(MessageEnvelope, MessageResult, XDI3Segment[]);7618906e7fe1505c0bfe64cff226298032c7e49f;1034;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
xdi2;xdi2.messaging.target.interceptor.impl.authentication.signature.GraphSignatureAuthenticator;getPublicKey(Message);296b5a5c0c778dc64193994e5f2399facbe262b2;1035;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
jgrapht;org.jgrapht.generate.GnpRandomGraphGenerator;generateGraph(Graph<V,E>, VertexFactory<V>, Map<String,V>);62628bcbc4bd44eed87539b6e804a189db3e299c;1037;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
jgrapht;org.jgrapht.generate.GnpRandomGraphGenerator;GnpRandomGraphGenerator(int, double, Random, boolean);62628bcbc4bd44eed87539b6e804a189db3e299c;1038;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
jgrapht;org.jgrapht.generate.GnmRandomGraphGenerator;generateGraph(Graph<V,E>, VertexFactory<V>, Map<String,V>);62628bcbc4bd44eed87539b6e804a189db3e299c;1039;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
jgrapht;org.jgrapht.alg.vertexcover.GreedyVCImpl;getVertexCover(Graph<V,E>, Map<V,Double>);a1da34c8f43a243454808270f60c9a223086a167;1040;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
jgrapht;org.jgrapht.alg.vertexcover.RecursiveExactVCImpl;getVertexCover(Graph<V,E>, Map<V,Double>);a1da34c8f43a243454808270f60c9a223086a167;1041;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
jgrapht;org.jgrapht.generate.HyperCubeGraphGenerator;generateGraph(Graph<V,E>, VertexFactory<V>, Map<String,V>);f1961d7d4809ba4ac3dc8ab59f88d269d1ebdec0;1042;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
jgrapht;org.jgrapht.alg.spanning.GreedyMultiplicativeSpanner;UnweightedSpannerAlgorithm();f1961d7d4809ba4ac3dc8ab59f88d269d1ebdec0;1043;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
jgrapht;org.jgrapht.io.Graph6Sparse6Exporter;writeSparse6(Graph<V,E>, List<V>);db8652113029b408d6729f4fa54455ffe2b0182d;1045;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
xdi2;xdi2.core.features.linkcontracts.PolicyExpressionComponent;addLiteralExpression(String);ff33f2c6f639ede8c5179456d23bc695b929b12a;1046;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
jgrapht;org.jgrapht.traverse.CrossComponentIterator;hasNext();eeb3686eb78c03308977f010b359938ed00d8e52;1047;ioa;CHA;false-timeout;TRUE;TRUE;TRUE;False
ob1k;com.outbrain.ob1k.server.netty.NettyServer;initChannel(SocketChannel);8f656032bd986f2ff0e91cbd73a0904062415c31;1049;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
ob1k;com.outbrain.ob1k.server.netty.NettyServer;NettyServer(int, ServiceRegistry, StaticPathResolver, ChannelGroup, String, String, boolean, long, boolean, MetricFactory, int, long);8f656032bd986f2ff0e91cbd73a0904062415c31;1050;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
ob1k;com.outbrain.ob1k.server.builder.AbstractServerBuilder;build();00245f85140ce9d6c3cd084196d717410526a580;1051;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
tabula-java;technology.tabula.CommandLineApp;buildOptions();4aa9568a70b6748d28491648e13598e5cc097c3f;1052;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
tabula-java;technology.tabula.CommandLineApp;buildOptions();a15a61879df1b519548f2368535df57ce3dc1297;1053;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
ob1k;com.outbrain.ob1k.consul.HealthyTargetsList;pollForTargetsUpdates(long);821f116c59b62c50d5f7fc3a99edcb5a83b02f56;1054;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
fastweixin;com.github.sd4324530.fastweixin.servlet.QYWeixinSupport;processRequest(HttpServletRequest);0519f3179f85a6f22a87251442e898f49ad53d7c;1055;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
fastweixin;com.github.sd4324530.fastweixin.servlet.WeixinSupport;processRequest(HttpServletRequest);53b5138ff7f9f52933a2c6b0c0d2cb102f503b68;1056;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
jmeter-maven-plugin;com.lazerycode.jmeter.testrunner.TestManager;executeSingleTest(File, JMeterArgumentsArray);efc1712ae3cf864ff9e552c855f79ec5617dba34;1059;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
jmeter-maven-plugin;com.lazerycode.jmeter.JMeterMojo;execute();efc1712ae3cf864ff9e552c855f79ec5617dba34;1060;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
splunk-library-javalogging;com.splunk.logging.HttpEventCollectorSender;HttpEventCollectorSender(String, String, String, String, long, long, long, String, Map<String,String>);e1c8b58266f1b020779e5a80c78d5589a2565970;1061;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
splunk-library-javalogging;com.splunk.logging.HttpEventCollectorSender;HttpEventCollectorSender(String, String, String, String, long, long, long, String, Map<String,String>);f80bc59f417077de739ae23c10be9b1658219bed;1062;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
splunk-library-javalogging;com.splunk.logging.serialization.HecJsonSerializer;serialize(HttpEventCollectorEventInfo);f80bc59f417077de739ae23c10be9b1658219bed;1063;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
splunk-library-javalogging;com.splunk.logging.HttpEventCollectorLoggingHandler;HttpEventCollectorLoggingHandler();f80bc59f417077de739ae23c10be9b1658219bed;1064;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
splunk-library-javalogging;com.splunk.logging.HttpEventCollectorLogbackAppender;start();f80bc59f417077de739ae23c10be9b1658219bed;1065;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
gitflow-maven-plugin;com.amashchenko.maven.plugin.gitflow.GitFlowHotfixFinishMojo;execute();b92cad2118538f4ee7e545fb86c0a40e5337f589;1066;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
splunk-library-javalogging;com.splunk.logging.HttpEventCollectorSender;HttpEventCollectorSender(String, String, String, String, long, long, long, String, Map<String,String>);db431b0cb891401264f6659e4eeaeae9eb0a1db0;1067;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
splunk-library-javalogging;com.splunk.logging.HttpEventCollectorLoggingHandler;HttpEventCollectorLoggingHandler();db431b0cb891401264f6659e4eeaeae9eb0a1db0;1068;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
structr;org.structr.web.servlet.UploadServlet;doPost(HttpServletRequest, HttpServletResponse);b8d40c710aa6ef0edf590b1da2f16dd75ec64bc1;1069;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
structr;org.structr.core.script.Scripting;evaluateJavascript(ActionContext, GraphObject, Snippet);970ffd3236d38988dc90f3fd659acb693e3d8740;1071;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
nar-maven-plugin;com.github.maven_nar.NarCompileMojo;createLibrary(Project, Library);4b92031b61e8d6dae2184dbf0a5954152933086b;1073;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
nar-maven-plugin;com.github.maven_nar.cpptasks.CompilerEnum;compilers;f094671078becaaf84107cb3859f4a41a66be2af;1074;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
nar-maven-plugin;com.github.maven_nar.Msvc;configureCCTask(CCTask);436a5cc07ad6d54972e719e8f23d0265593632e2;1075;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
nar-maven-plugin;com.github.maven_nar.cpptasks.CCTask;execute();2a22efb75d74ff6c6b87a26f4f00d2a790fad7ff;1076;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
jstest-maven-plugin;net.awired.jstest.mojo.TestMojo;run();1842e580665903b7192e06575679fb39870601b5;1077;ioa;CHA;TRUE;FALSE;TRUE;FALSE;True
assertj-assertions-generator;org.assertj.assertions.generator.BaseAssertionGenerator;BaseAssertionGenerator(Template, Template, Template, Template, Template, Template, Template, Template, Template, Template, Template, Template);e9c59be58d0f5f8598375f4031f5f06ac0f1cdcc;1078;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
docker-java;com.kpelykh.docker.client.test.DockerClientTest;testDiff();4ac45cd93ef94037331fee091ec6f004cf56ead8;1079;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
docker-java;com.kpelykh.docker.client.DockerClient;DockerClient(String);62843f36d4563fb512f037e0b8b7418aa0a33765;1080;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
assertj-assertions-generator;org.assertj.assertions.generator.description.converter.ClassToClassDescriptionConverter;getTypeDescription(Class<?>, Method);3bc2b65080edcb2c78376ccc90f9245e913f14aa;1081;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
assertj-assertions-generator;org.assertj.assertions.generator.description.converter.ClassToClassDescriptionConverter;getNeededImportsFor(Class<?>);3bc2b65080edcb2c78376ccc90f9245e913f14aa;1082;ioa;CHA;FALSE;FALSE;FALSE;FALSE;False
assertj-assertions-generator;org.assertj.assertions.generator.BaseAssertionGenerator;assertionContentFor(GetterDescription);90ea9aa591a04829f67fe32d1f2f97fa3ca20064;1084;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
assertj-assertions-generator;org.assertj.assertions.generator.description.converter.ClassToClassDescriptionConverter;getterDescriptionsOf(Class<?>);90ea9aa591a04829f67fe32d1f2f97fa3ca20064;1085;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
assertj-assertions-generator;org.assertj.assertions.generator.description.converter.ClassToClassDescriptionConverter;getNeededImportsFor(Class<?>);90ea9aa591a04829f67fe32d1f2f97fa3ca20064;1086;ioa;CHA;TRUE;TRUE;TRUE;TRUE;False
helpscout-api-java;net.helpscout.api.ApiClient;getPage(String, Map<String,String>, Class<?>, int);f606dc7048e32d8953594011ce7a80f8f325a5eb;0;ioa;RTA;FALSE;FALSE;FALSE;FALSE;False
hbnpojogen;com.felees.hbnpojogen.Config;fillBasicEntries();16f458ccc0b3675ec72a298481794ed4afd70666;1;ioa;RTA;false-timeout;TRUE;TRUE;TRUE;False
hprof-parser;edu.tufts.eaftan.hprofparser.parser.HprofParser;parseRecord(DataInput, int);3668fd734f79c2b949f0703654dfda812c800707;2;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
helpscout-api-java;net.helpscout.api.ApiClient;setFields(String, List<String>);7dde5bbe5d07ba446e8d8b7b942d378b40f2b5c3;3;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
helpscout-api-java;net.helpscout.api.ApiClient;getPage(String, Class<?>, int);7dde5bbe5d07ba446e8d8b7b942d378b40f2b5c3;4;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
helpscout-api-java;net.helpscout.api.Parser;Parser();7dde5bbe5d07ba446e8d8b7b942d378b40f2b5c3;5;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
helpscout-api-java;net.helpscout.api.adapters.ThreadsAdapater;deserialize(JsonElement, Type, JsonDeserializationContext);b4963a5777344c814c99822967351c819072fbf5;6;ioa;RTA;TRUE;FALSE;TRUE;FALSE;True
ldp-testsuite;org.w3.ldp.testsuite.reporter.LdpHtmlReporter;getAdditionalInfo(ITestResult, ITestNGMethod);a7515238ae8139c8d6b2ee7e042183294ca3869f;7;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
ldp-testsuite;org.w3.ldp.testsuite.reporter.LdpEarlTestManifest;generateInformation(Method, String, ArrayList<ArrayList<Resource>>);a8f3dba6c261c5d9f6d8eff73f72e2712b9d25a4;8;ioa;RTA;TRUE;FALSE;TRUE;FALSE;True
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;shutdown(IJettyConfiguration);6a9f52a5377a484397eeca4b0511f356f493696f;9;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
jetty-bootstrap;org.teknux.jettybootstrap.handler.AbstractAppJettyHandler;createHandler();17deab171882d57f5d02052ea6e631cb11aa0d55;10;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
jetty-bootstrap;org.teknux.jettybootstrap.handler.AbstractJettyHandler;getHandler();17deab171882d57f5d02052ea6e631cb11aa0d55;11;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;addWarApp(String, String);17deab171882d57f5d02052ea6e631cb11aa0d55;12;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;addExplodedWarAppFromClasspath(String, String, String);17deab171882d57f5d02052ea6e631cb11aa0d55;13;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;addExplodedWarApp(String, String, String);17deab171882d57f5d02052ea6e631cb11aa0d55;14;ioa;RTA;TRUE;TRUE;TRUE;TRUE;False
